,relevance_r,relevance_g,relevance_b,group,r_0,g_0,b_0,r_1,g_1,b_1,r_2,g_2,b_2,r_3,g_3,b_3,r_4,g_4,b_4,r_5,g_5,b_5,r_6,g_6,b_6,r_7,g_7,b_7,r_8,g_8,b_8,r_9,g_9,b_9
34890,0,0,0,0,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34891,0,0,0,1,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34892,5,3,3,2,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34893,0,0,0,3,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34894,3,3,5,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34895,0,0,0,5,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34896,0,0,0,6,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34897,0,0,0,7,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34898,3,5,3,8,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34899,0,0,0,9,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5,6,2,6
34900,0,0,0,0,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34901,0,0,0,1,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34902,5,3,5,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34903,0,0,0,3,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34904,0,0,0,4,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34905,0,0,0,5,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34906,0,0,0,6,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34907,3,5,3,7,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34908,0,0,0,8,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34909,0,0,0,9,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3,8,9,5
34910,0,0,0,0,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34911,0,0,0,1,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34912,0,0,0,2,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34913,0,0,0,3,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34914,0,0,0,4,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34915,3,5,3,5,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34916,5,3,3,6,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34917,3,3,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34918,0,0,0,8,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34919,0,0,0,9,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2,8,8,3
34920,0,0,0,0,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34921,0,0,0,1,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34922,5,3,3,2,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34923,0,0,0,3,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34924,0,0,0,4,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34925,3,5,3,5,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34926,0,0,0,6,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34927,0,0,0,7,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34928,3,3,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34929,0,0,0,9,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0,8,3,2
34930,0,0,0,0,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34931,3,3,5,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34932,5,3,3,2,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34933,0,0,0,3,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34934,3,5,3,4,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34935,0,0,0,5,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34936,0,0,0,6,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34937,0,0,0,7,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34938,0,0,0,8,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34939,0,0,0,9,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8,9,8,0
34940,0,0,0,0,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34941,5,3,3,1,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34942,0,0,0,2,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34943,0,0,0,3,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34944,3,3,5,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34945,0,0,0,5,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34946,0,0,0,6,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34947,0,0,0,7,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34948,0,0,0,8,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34949,3,5,3,9,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3,6,4,8
34950,0,0,0,0,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34951,0,0,0,1,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34952,0,0,0,2,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34953,0,0,0,3,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34954,0,0,0,4,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34955,5,3,5,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34956,0,0,0,6,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34957,0,0,0,7,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34958,3,5,3,8,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34959,0,0,0,9,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3,5,8,3
34960,0,0,0,0,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34961,0,0,0,1,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34962,0,0,0,2,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34963,0,0,0,3,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34964,0,0,0,4,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34965,0,0,0,5,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34966,5,3,3,6,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34967,3,3,5,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34968,0,0,0,8,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34969,3,5,3,9,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7,3,6,3
34970,0,0,0,0,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34971,0,0,0,1,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34972,0,0,0,2,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34973,3,3,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34974,0,0,0,4,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34975,5,5,3,5,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34976,0,0,0,6,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34977,0,0,0,7,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34978,0,0,0,8,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34979,0,0,0,9,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8,6,2,7
34980,0,0,0,0,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34981,0,0,0,1,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34982,0,0,0,2,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34983,0,0,0,3,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34984,5,5,3,4,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34985,0,0,0,5,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34986,0,0,0,6,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34987,3,3,5,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34988,0,0,0,8,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34989,0,0,0,9,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4,6,4,8
34990,3,3,5,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34991,0,0,0,1,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34992,0,0,0,2,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34993,0,0,0,3,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34994,0,0,0,4,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34995,0,0,0,5,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34996,0,0,0,6,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34997,5,5,3,7,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34998,0,0,0,8,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
34999,0,0,0,9,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2,2,8,4
35000,0,0,0,0,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35001,5,3,3,1,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35002,0,0,0,2,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35003,0,0,0,3,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35004,0,0,0,4,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35005,3,3,5,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35006,0,0,0,6,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35007,3,5,3,7,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35008,0,0,0,8,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35009,0,0,0,9,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7,2,7,2
35010,0,0,0,0,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35011,0,0,0,1,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35012,0,0,0,2,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35013,3,5,3,3,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35014,0,0,0,4,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35015,0,0,0,5,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35016,0,0,0,6,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35017,0,0,0,7,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35018,3,3,5,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35019,5,3,3,9,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8,6,5,7
35020,0,0,0,0,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35021,0,0,0,1,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35022,0,0,0,2,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35023,5,3,3,3,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35024,3,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35025,3,5,3,5,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35026,0,0,0,6,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35027,0,0,0,7,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35028,0,0,0,8,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35029,0,0,0,9,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1,2,5,8
35030,0,0,0,0,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35031,0,0,0,1,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35032,5,3,3,2,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35033,3,5,3,3,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35034,0,0,0,4,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35035,0,0,0,5,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35036,0,0,0,6,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35037,0,0,0,7,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35038,3,3,5,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35039,0,0,0,9,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4,2,4,1
35040,0,0,0,0,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35041,0,0,0,1,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35042,0,0,0,2,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35043,0,0,0,3,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35044,0,0,0,4,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35045,3,5,3,5,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35046,0,0,0,6,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35047,0,0,0,7,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35048,5,3,3,8,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35049,3,3,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5,1,9,4
35050,0,0,0,0,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35051,0,0,0,1,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35052,3,5,3,2,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35053,0,0,0,3,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35054,0,0,0,4,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35055,0,0,0,5,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35056,5,3,3,6,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35057,0,0,0,7,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35058,3,3,5,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35059,0,0,0,9,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7,5,8,5
35060,0,0,0,0,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35061,0,0,0,1,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35062,0,0,0,2,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35063,5,3,3,3,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35064,3,3,5,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35065,0,0,0,5,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35066,0,0,0,6,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35067,0,0,0,7,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35068,3,5,3,8,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35069,0,0,0,9,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3,6,9,7
35070,0,0,0,0,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35071,0,0,0,1,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35072,3,3,5,2,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35073,0,0,0,3,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35074,0,0,0,4,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35075,0,0,0,5,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35076,5,3,3,6,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35077,3,5,3,7,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35078,0,0,0,8,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35079,0,0,0,9,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7,5,5,3
35080,0,0,0,0,6,7,2,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7
35081,0,0,0,1,6,7,2,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7
35082,0,0,0,2,6,7,2,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7
35083,0,0,0,3,6,7,2,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7
35084,5,5,5,4,6,7,2,3,8,4,6,2,8,8,5,9,2,3,8,3,5,4,9,3,8,1,7,5,7,7,0,4,4,7
